Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"question",24,3,0.889,0.111,0.875,0.125
"anna",4,0,1.000,0.000,0.900,0.100
"camp",1,4,0.200,0.800,0.250,0.750
"skylar",1,0,1.000,0.000,0.750,0.250
"astin",1,0,1.000,0.000,0.750,0.250
"engaged",4,2,0.667,0.333,0.643,0.357
"so",66,4,0.943,0.057,0.937,0.063
"everything",30,3,0.909,0.091,0.897,0.103
"finally",4,1,0.800,0.200,0.750,0.250
"right",42,8,0.840,0.160,0.833,0.167
"pretending",3,0,1.000,0.000,0.875,0.125
"faint",1,0,1.000,0.000,0.750,0.250
"dogs",29,1,0.967,0.033,0.952,0.048
"react",3,0,1.000,0.000,0.875,0.125
"smiths",1,0,1.000,0.000,0.750,0.250
"fake",8,3,0.727,0.273,0.708,0.292
"have",129,25,0.838,0.162,0.835,0.165
"esp",1,0,1.000,0.000,0.750,0.250
"biryani",1,0,1.000,0.000,0.750,0.250
"having",16,2,0.889,0.111,0.868,0.132
"braces",4,0,1.000,0.000,0.900,0.100
"way",55,11,0.833,0.167,0.828,0.172
"surprised",6,1,0.857,0.143,0.812,0.188
"military",3,31,0.088,0.912,0.100,0.900
"homecoming",4,0,1.000,0.000,0.900,0.100
"dressing",1,0,1.000,0.000,0.750,0.250
"gift",14,2,0.875,0.125,0.853,0.147
"elf",6,0,1.000,0.000,0.929,0.071
"honest:",1,0,1.000,0.000,0.750,0.250
"hit",14,19,0.424,0.576,0.426,0.574
"private",1,6,0.143,0.857,0.188,0.812
"sessions",1,0,1.000,0.000,0.750,0.250
"posts",12,8,0.600,0.400,0.595,0.405
"coconut",1,0,1.000,0.000,0.750,0.250
"oil",1,31,0.031,0.969,0.045,0.955
"answer",17,0,1.000,0.000,0.972,0.028
"problems",10,2,0.833,0.167,0.808,0.192
"items",8,0,1.000,0.000,0.944,0.056
"loves",19,0,1.000,0.000,0.975,0.025
"burgers",2,0,1.000,0.000,0.833,0.167
"needs",23,1,0.958,0.042,0.940,0.060
"20",29,10,0.744,0.256,0.738,0.263
"confessions",36,0,1.000,0.000,0.986,0.014
"slightly",9,2,0.818,0.182,0.792,0.208
"obsessed",27,0,1.000,0.000,0.982,0.018
"outer",2,1,0.667,0.333,0.625,0.375
"couples",22,1,0.957,0.043,0.938,0.062
"ferrell",2,0,1.000,0.000,0.833,0.167
"santa",7,3,0.700,0.300,0.682,0.318
"mark",2,4,0.333,0.667,0.357,0.643
"ruffalo",1,0,1.000,0.000,0.750,0.250
"posted",3,2,0.600,0.400,0.583,0.417
"shirtless",4,0,1.000,0.000,0.900,0.100
"pic",2,0,1.000,0.000,0.833,0.167
"promoting",1,0,1.000,0.000,0.750,0.250
"breast",3,0,1.000,0.000,0.875,0.125
"cancer",7,7,0.500,0.500,0.500,0.500
"awareness",1,0,1.000,0.000,0.750,0.250
"men",29,7,0.806,0.194,0.797,0.203
"nobody",2,0,1.000,0.000,0.833,0.167
"likes",3,1,0.750,0.250,0.700,0.300
"jobs",4,21,0.160,0.840,0.173,0.827
"pinky",1,0,1.000,0.000,0.750,0.250
"additional",1,2,0.333,0.667,0.375,0.625
"episodes",2,0,1.000,0.000,0.833,0.167
"murderer",4,1,0.800,0.200,0.750,0.250
"made",49,7,0.875,0.125,0.868,0.132
"yet",3,3,0.500,0.500,0.500,0.500
"priyanka",4,0,1.000,0.000,0.900,0.100
"chopra",3,0,1.000,0.000,0.875,0.125
"goddamn",4,0,1.000,0.000,0.900,0.100
"owned",2,0,1.000,0.000,0.833,0.167
"2015",132,0,1.000,0.000,0.996,0.004
"tumblr",18,0,1.000,0.000,0.974,0.026
"four-person",1,0,1.000,0.000,0.750,0.250
"slayed",6,0,1.000,0.000,0.929,0.071
"eyeshadow",1,0,1.000,0.000,0.750,0.250
"probably",16,0,1.000,0.000,0.971,0.029
"shouldn't",6,0,1.000,0.000,0.929,0.071
"illustrated",6,0,1.000,0.000,0.929,0.071
"leslie",6,0,1.000,0.000,0.929,0.071
"knope's",1,0,1.000,0.000,0.750,0.250
"compliments",3,0,1.000,0.000,0.875,0.125
"they're",8,0,1.000,0.000,0.944,0.056
"damn",24,0,1.000,0.000,0.980,0.020
"cool",7,0,1.000,0.000,0.938,0.062
"don't",33,2,0.943,0.057,0.931,0.069
"david",20,10,0.667,0.333,0.661,0.339
"bowie",11,0,1.000,0.000,0.958,0.042
"we're",8,0,1.000,0.000,0.944,0.056
"clear",2,6,0.250,0.750,0.278,0.722
"gay",8,12,0.400,0.600,0.405,0.595
"drama",4,3,0.571,0.429,0.562,0.438
"teacher",3,5,0.375,0.625,0.389,0.611
"responds",1,0,1.000,0.000,0.750,0.250
"perfectly",32,0,1.000,0.000,0.985,0.015
"mother",2,5,0.286,0.714,0.312,0.688
"pulls",1,4,0.200,0.800,0.250,0.750
"class",6,3,0.667,0.333,0.650,0.350
"server",2,0,1.000,0.000,0.833,0.167
"internet",25,15,0.625,0.375,0.622,0.378
"guess",65,0,1.000,0.000,0.992,0.008
"chips",4,0,1.000,0.000,0.900,0.100
"before",26,12,0.684,0.316,0.679,0.321
"smashed",3,0,1.000,0.000,0.875,0.125
"spelling",3,1,0.750,0.250,0.700,0.300
"friends",37,2,0.949,0.051,0.938,0.062
"blair",3,2,0.600,0.400,0.583,0.417
"serena",4,4,0.500,0.500,0.500,0.500
"tired",8,0,1.000,0.000,0.944,0.056
"weekend",4,0,1.000,0.000,0.900,0.100
"therapy",2,0,1.000,0.000,0.833,0.167
"buff",2,0,1.000,0.000,0.833,0.167
"john",14,16,0.467,0.533,0.468,0.532
"krasinski",4,0,1.000,0.000,0.900,0.100
"hours",1,5,0.167,0.833,0.214,0.786
"it's",63,0,1.000,0.000,0.992,0.008
"hard",13,2,0.867,0.133,0.844,0.156
"handle",3,2,0.600,0.400,0.583,0.417
"obscure",2,0,1.000,0.000,0.833,0.167
"very",14,1,0.933,0.067,0.906,0.094
"sweary",1,0,1.000,0.000,0.750,0.250
"british",16,56,0.222,0.778,0.226,0.774
"need",102,3,0.971,0.029,0.967,0.033
"use",12,14,0.462,0.538,0.463,0.537
"now",58,13,0.817,0.183,0.812,0.188
"14",42,6,0.875,0.125,0.867,0.133
"rare",4,2,0.667,0.333,0.643,0.357
"albert",1,1,0.500,0.500,0.500,0.500
"einstein",1,0,1.000,0.000,0.750,0.250
"seen",16,3,0.842,0.158,0.825,0.175
"kendrick",4,0,1.000,0.000,0.900,0.100
"sampson",1,0,1.000,0.000,0.750,0.250
"htgawm",1,0,1.000,0.000,0.750,0.250
"ultimate",6,1,0.857,0.143,0.812,0.188
"bae",3,0,1.000,0.000,0.875,0.125
"11",51,11,0.823,0.177,0.817,0.183
"mumbai",5,9,0.357,0.643,0.367,0.633
"sending",4,1,0.800,0.200,0.750,0.250
"powerful",8,0,1.000,0.000,0.944,0.056
"messages",2,6,0.250,0.750,0.278,0.722
"support",4,12,0.250,0.750,0.265,0.735
"solidarity",1,0,1.000,0.000,0.750,0.250
"paris",10,5,0.667,0.333,0.656,0.344
"thoughts",9,0,1.000,0.000,0.950,0.050
"while",26,8,0.765,0.235,0.757,0.243
"stalking",1,0,1.000,0.000,0.750,0.250
"our",26,1,0.963,0.037,0.946,0.054
"exes",4,0,1.000,0.000,0.900,0.100
"facebook",19,5,0.792,0.208,0.780,0.220
"i'm",11,0,1.000,0.000,0.958,0.042
"immigrant",2,1,0.667,0.333,0.625,0.375
"but",20,39,0.339,0.661,0.342,0.658
"not",38,45,0.458,0.542,0.458,0.542
"guy's",4,0,1.000,0.000,0.900,0.100
"cheese",14,1,0.933,0.067,0.906,0.094
"sums",3,0,1.000,0.000,0.875,0.125
"silly",3,0,1.000,0.000,0.875,0.125
"daily",3,0,1.000,0.000,0.875,0.125
"mail",1,3,0.250,0.750,0.300,0.700
"reenacted",1,0,1.000,0.000,0.750,0.250
"said",27,13,0.675,0.325,0.671,0.329
"leaders",2,13,0.133,0.867,0.156,0.844
"shit-ton",1,0,1.000,0.000,0.750,0.250
"lesbian",7,0,1.000,0.000,0.938,0.062
"subtext",1,0,1.000,0.000,0.750,0.250
"capture",8,4,0.667,0.333,0.654,0.346
"experience",3,2,0.600,0.400,0.583,0.417
"beans",1,0,1.000,0.000,0.750,0.250
"only",79,4,0.952,0.048,0.946,0.054
"twitter",24,5,0.828,0.172,0.817,0.183
"matters",2,1,0.667,0.333,0.625,0.375
"masturbation",2,0,1.000,0.000,0.833,0.167
"that'll",41,0,1.000,0.000,0.988,0.012
"wtf",6,0,1.000,0.000,0.929,0.071
"secondary",1,1,0.500,0.500,0.500,0.500
"characters",30,0,1.000,0.000,0.984,0.016
"then",6,6,0.500,0.500,0.500,0.500
"vs.",20,4,0.833,0.167,0.820,0.180
"potato",4,0,1.000,0.000,0.900,0.100
"recipes",20,0,1.000,0.000,0.976,0.024
"illegal",2,3,0.400,0.600,0.417,0.583
"charts",13,0,1.000,0.000,0.964,0.036
"graphs",3,0,1.000,0.000,0.875,0.125
"james",9,3,0.750,0.250,0.731,0.269
"bond",6,2,0.750,0.250,0.722,0.278
"fan",25,5,0.833,0.167,0.823,0.177
"season",21,14,0.600,0.400,0.597,0.403
"buffy",1,0,1.000,0.000,0.750,0.250
"jerseyans",1,0,1.000,0.000,0.750,0.250
"ace",1,0,1.000,0.000,0.750,0.250
"diy",11,0,1.000,0.000,0.958,0.042
"oreo",4,0,1.000,0.000,0.900,0.100
"churros",1,0,1.000,0.000,0.750,0.250
"next-level",2,0,1.000,0.000,0.833,0.167
"classical",1,0,1.000,0.000,0.750,0.250
"nerd",4,0,1.000,0.000,0.900,0.100
"hilarious",52,0,1.000,0.000,0.991,0.009
"book",24,11,0.686,0.314,0.681,0.319
"lover",9,0,1.000,0.000,0.950,0.050
"appreciate",12,0,1.000,0.000,0.962,0.038
"movie",57,2,0.966,0.034,0.958,0.042
"watch",45,1,0.978,0.022,0.968,0.032
"5",13,15,0.464,0.536,0.466,0.534
"walking",4,3,0.571,0.429,0.562,0.438
"dead",9,88,0.093,0.907,0.097,0.903
"went",27,0,1.000,0.000,0.982,0.018
"boobs",7,0,1.000,0.000,0.938,0.062
"netflix",14,0,1.000,0.000,0.967,0.033
"chill",16,0,1.000,0.000,0.971,0.029
"honest",20,0,1.000,0.000,0.976,0.024
"wounded",1,8,0.111,0.889,0.150,0.850
"veteran's",1,0,1.000,0.000,0.750,0.250
"service",4,21,0.160,0.840,0.173,0.827
"man",31,47,0.397,0.603,0.399,0.601
"it'll",3,0,1.000,0.000,0.875,0.125
"bawl",1,0,1.000,0.000,0.750,0.250
"youth",1,3,0.250,0.750,0.300,0.700
"football",7,14,0.333,0.667,0.341,0.659
"players",4,10,0.286,0.714,0.300,0.700
"quit",2,5,0.286,0.714,0.312,0.688
"whip/nae",1,0,1.000,0.000,0.750,0.250
"birthday",7,2,0.778,0.222,0.750,0.250
"cake",8,0,1.000,0.000,0.944,0.056
"bffs",7,0,1.000,0.000,0.938,0.062
"slaying",3,1,0.750,0.250,0.700,0.300
"fashion",13,1,0.929,0.071,0.900,0.100
"dear",6,0,1.000,0.000,0.929,0.071
"word",6,1,0.857,0.143,0.812,0.188
"advice",18,1,0.947,0.053,0.925,0.075
"india:",1,0,1.000,0.000,0.750,0.250
"butts",2,0,1.000,0.000,0.833,0.167
"dirty",4,0,1.000,0.000,0.900,0.100
"pass",8,1,0.889,0.111,0.850,0.150
"environmental",1,2,0.333,0.667,0.375,0.625
"science",11,8,0.579,0.421,0.575,0.425
"you're",88,0,1.000,0.000,0.994,0.006
"baths",1,0,1.000,0.000,0.750,0.250
"amber",3,1,0.750,0.250,0.700,0.300
"rose",6,2,0.750,0.250,0.722,0.278
"lot",5,1,0.833,0.167,0.786,0.214
"important",15,1,0.938,0.062,0.912,0.088
"lessons",7,1,0.875,0.125,0.833,0.167
"game-changing",1,0,1.000,0.000,0.750,0.250
"eyeliner",8,0,1.000,0.000,0.944,0.056
"suck",5,0,1.000,0.000,0.917,0.083
"makeup",27,0,1.000,0.000,0.982,0.018
"into",36,31,0.537,0.463,0.537,0.463
"1996",1,1,0.500,0.500,0.500,0.500
"feel",38,3,0.927,0.073,0.917,0.083
"old",14,9,0.609,0.391,0.604,0.396
"show",50,25,0.667,0.333,0.664,0.336
"off",26,41,0.388,0.612,0.390,0.610
"terrible",6,0,1.000,0.000,0.929,0.071
"start",6,12,0.333,0.667,0.342,0.658
"campus",1,0,1.000,0.000,0.750,0.250
"urban",4,1,0.800,0.200,0.750,0.250
"dictionary",3,1,0.750,0.250,0.700,0.300
"definitions",1,0,1.000,0.000,0.750,0.250
"renters",1,0,1.000,0.000,0.750,0.250
"insurance",1,3,0.250,0.750,0.300,0.700
"mic",1,0,1.000,0.000,0.750,0.250
"dropped",2,1,0.667,0.333,0.625,0.375
"piano",1,1,0.500,0.500,0.500,0.500
"that's",6,0,1.000,0.000,0.929,0.071
"why",53,2,0.964,0.036,0.955,0.045
"grammy",4,1,0.800,0.200,0.750,0.250
"performance",4,1,0.800,0.200,0.750,0.250
"31",30,2,0.938,0.062,0.924,0.076
"babies",6,0,1.000,0.000,0.929,0.071
"hello",6,0,1.000,0.000,0.929,0.071
"assumptions",1,0,1.000,0.000,0.750,0.250
"singles",2,1,0.667,0.333,0.625,0.375
"thirties",3,0,1.000,0.000,0.875,0.125
"food",29,9,0.763,0.237,0.756,0.244
"electric",1,5,0.167,0.833,0.214,0.786
"picnic",1,0,1.000,0.000,0.750,0.250
"dragon",4,1,0.800,0.200,0.750,0.250
"ball",6,6,0.500,0.500,0.500,0.500
"z",3,0,1.000,0.000,0.875,0.125
"realistic",3,0,1.000,0.000,0.875,0.125
"proportions",1,0,1.000,0.000,0.750,0.250
"ridiculously",6,0,1.000,0.000,0.929,0.071
"sex",36,8,0.818,0.182,0.811,0.189
"parents",24,3,0.889,0.111,0.875,0.125
"costco",4,1,0.800,0.200,0.750,0.250
"failed",8,4,0.667,0.333,0.654,0.346
"almost",7,2,0.778,0.222,0.750,0.250
"won",11,0,1.000,0.000,0.958,0.042
"x-men",1,0,1.000,0.000,0.750,0.250
"character",53,0,1.000,0.000,0.991,0.009
"slytherins",1,0,1.000,0.000,0.750,0.250
"doing",21,0,1.000,0.000,0.977,0.023
"job",8,10,0.444,0.556,0.447,0.553
"costume",11,0,1.000,0.000,0.958,0.042
"acknowledge",1,0,1.000,0.000,0.750,0.250
"niall",2,0,1.000,0.000,0.833,0.167
"underrated",8,0,1.000,0.000,0.944,0.056
"member",9,3,0.750,0.250,0.731,0.269
"masturbated",1,0,1.000,0.000,0.750,0.250
"week",35,17,0.673,0.327,0.670,0.330
"nick",5,0,1.000,0.000,0.917,0.083
"joe",5,1,0.833,0.167,0.786,0.214
"jonas",6,0,1.000,0.000,0.929,0.071
"straight",7,1,0.875,0.125,0.833,0.167
"woman",30,20,0.600,0.400,0.598,0.402
"tinder",5,0,1.000,0.000,0.917,0.083
"me",13,2,0.867,0.133,0.844,0.156
"tears",2,2,0.500,0.500,0.500,0.500
"hearing",7,1,0.875,0.125,0.833,0.167
"josh",1,1,0.500,0.500,0.500,0.500
"groban",1,0,1.000,0.000,0.750,0.250
"kelly",5,0,1.000,0.000,0.917,0.083
"clarkson",1,0,1.000,0.000,0.750,0.250
"duet",1,0,1.000,0.000,0.750,0.250
"slow",7,5,0.583,0.417,0.577,0.423
"soups",5,0,1.000,0.000,0.917,0.083
"warm",6,0,1.000,0.000,0.929,0.071
"bourbon",2,0,1.000,0.000,0.833,0.167
"better",36,3,0.923,0.077,0.912,0.087
"liz",3,2,0.600,0.400,0.583,0.417
"lemon",4,0,1.000,0.000,0.900,0.100
"spoke",3,0,1.000,0.000,0.875,0.125
"truth",5,0,1.000,0.000,0.917,0.083
"magazines",1,0,1.000,0.000,0.750,0.250
"nominee",1,6,0.143,0.857,0.188,0.812
"brie",1,0,1.000,0.000,0.750,0.250
"larson",1,0,1.000,0.000,0.750,0.250
"2000s",8,0,1.000,0.000,0.944,0.056
"career",4,1,0.800,0.200,0.750,0.250
"explaining",2,0,1.000,0.000,0.833,0.167
"rap",4,0,1.000,0.000,0.900,0.100
"fired",1,6,0.143,0.857,0.188,0.812
"election",2,33,0.057,0.943,0.069,0.931
"candidate",1,28,0.034,0.966,0.050,0.950
"canada",15,23,0.395,0.605,0.397,0.603
"ooey",1,0,1.000,0.000,0.750,0.250
"gooey",3,0,1.000,0.000,0.875,0.125
"snacks",3,1,0.750,0.250,0.700,0.300
"level",6,4,0.600,0.400,0.591,0.409
"winner",2,6,0.250,0.750,0.278,0.722
"currently",1,0,1.000,0.000,0.750,0.250
"experiencing",2,0,1.000,0.000,0.833,0.167
"put",14,5,0.737,0.263,0.725,0.275
"through",17,8,0.680,0.320,0.673,0.327
"tim",6,2,0.750,0.250,0.722,0.278
"hortons",2,0,1.000,0.000,0.833,0.167
"a.m",1,0,1.000,0.000,0.750,0.250
"knew",8,0,1.000,0.000,0.944,0.056
"there",10,1,0.909,0.091,0.875,0.125
"short",7,4,0.636,0.364,0.625,0.375
"relate",11,0,1.000,0.000,0.958,0.042
"winter",23,5,0.821,0.179,0.810,0.190
"smoothies",1,0,1.000,0.000,0.750,0.250
"jump",1,5,0.167,0.833,0.214,0.786
"mornings",1,0,1.000,0.000,0.750,0.250
"breaking",1,0,1.000,0.000,0.750,0.250
"bad",8,3,0.727,0.273,0.708,0.292
"famous",19,0,1.000,0.000,0.975,0.025
"punishments",1,0,1.000,0.000,0.750,0.250
"jamie",1,0,1.000,0.000,0.750,0.250
"claire",3,0,1.000,0.000,0.875,0.125
"outlander",1,0,1.000,0.000,0.750,0.250
"2",9,24,0.273,0.727,0.279,0.721
"fucked",2,0,1.000,0.000,0.833,0.167
"caillou",1,0,1.000,0.000,0.750,0.250
"(that",1,0,1.000,0.000,0.750,0.250
"great)",1,0,1.000,0.000,0.750,0.250
"tinker",2,0,1.000,0.000,0.833,0.167
"bell",6,1,0.857,0.143,0.812,0.188
"belle",2,0,1.000,0.000,0.833,0.167
"rihanna",6,0,1.000,0.000,0.929,0.071
"work",16,20,0.444,0.556,0.446,0.554
"video",56,11,0.836,0.164,0.831,0.169
"hurts",2,1,0.667,0.333,0.625,0.375
"ryan",16,0,1.000,0.000,0.971,0.029
"phillippe",2,0,1.000,0.000,0.833,0.167
"comes",4,9,0.308,0.692,0.321,0.679
"amy",13,2,0.867,0.133,0.844,0.156
"schumer",7,0,1.000,0.000,0.938,0.062
"deleted",1,0,1.000,0.000,0.750,0.250
"trainwreck",1,0,1.000,0.000,0.750,0.250
"scene",3,0,1.000,0.000,0.875,0.125
"matthew",3,1,0.750,0.250,0.700,0.300
"mcconaughey",1,0,1.000,0.000,0.750,0.250
"reached",2,0,1.000,0.000,0.833,0.167
"peak",4,2,0.667,0.333,0.643,0.357
"mode",1,0,1.000,0.000,0.750,0.250
"animal",14,2,0.875,0.125,0.853,0.147
"facts",14,0,1.000,0.000,0.967,0.033
"single",21,1,0.955,0.045,0.935,0.065
"moment",15,3,0.833,0.167,0.816,0.184
"between",12,7,0.632,0.368,0.625,0.375
"starbucks",9,1,0.900,0.100,0.864,0.136
"barista",1,0,1.000,0.000,0.750,0.250
"deaf",1,6,0.143,0.857,0.188,0.812
"customer",1,1,0.500,0.500,0.500,0.500
"viral",11,0,1.000,0.000,0.958,0.042
"7",46,17,0.730,0.270,0.727,0.273
"insanely",23,0,1.000,0.000,0.979,0.021
"ways",67,2,0.971,0.029,0.964,0.036
"eat",27,0,1.000,0.000,0.982,0.018
"leftover",3,0,1.000,0.000,0.875,0.125
"physically",1,0,1.000,0.000,0.750,0.250
"can't",25,2,0.926,0.074,0.911,0.089
"pierce",1,0,1.000,0.000,0.750,0.250
"ears",2,0,1.000,0.000,0.833,0.167
"adam",4,4,0.500,0.500,0.500,0.500
"woodyatt",1,0,1.000,0.000,0.750,0.250
"upset",4,5,0.444,0.556,0.450,0.550
"#howsadam",1,0,1.000,0.000,0.750,0.250
"didn't",20,0,1.000,0.000,0.976,0.024
"corrie",1,0,1.000,0.000,0.750,0.250
"october",3,3,0.500,0.500,0.500,0.500
"lego",4,0,1.000,0.000,0.900,0.100
"naked",6,2,0.750,0.250,0.722,0.278
"mole",1,0,1.000,0.000,0.750,0.250
"kim",10,1,0.909,0.091,0.875,0.125
"possible",8,7,0.533,0.467,0.531,0.469
"percent",3,2,0.600,0.400,0.583,0.417
"vegan",4,0,1.000,0.000,0.900,0.100
"orange",2,2,0.500,0.500,0.500,0.500
"seriously",7,4,0.636,0.364,0.625,0.375
"intense",5,0,1.000,0.000,0.917,0.083
"perpetually",1,0,1.000,0.000,0.750,0.250
"miserable",2,0,1.000,0.000,0.833,0.167
"holiday",20,1,0.952,0.048,0.932,0.068
"squad",8,0,1.000,0.000,0.944,0.056
"floral",1,0,1.000,0.000,0.750,0.250
"leash",1,0,1.000,0.000,0.750,0.250
"fuck",12,0,1.000,0.000,0.962,0.038
"crocodile",1,1,0.500,0.500,0.500,0.500
"secret",15,6,0.714,0.286,0.705,0.295
"pets",6,0,1.000,0.000,0.929,0.071
"mindblowing",1,0,1.000,0.000,0.750,0.250
"harry",51,1,0.981,0.019,0.972,0.028
"potter",42,0,1.000,0.000,0.988,0.012
"theory",4,1,0.800,0.200,0.750,0.250
"avada",1,0,1.000,0.000,0.750,0.250
"kedavra",1,0,1.000,0.000,0.750,0.250
"curse",2,0,1.000,0.000,0.833,0.167
"friday",6,2,0.750,0.250,0.722,0.278
"palettes",1,0,1.000,0.000,0.750,0.250
"sale",3,8,0.273,0.727,0.292,0.708
"korean",2,12,0.143,0.857,0.167,0.833
"pop",14,0,1.000,0.000,0.967,0.033
"falling",2,5,0.286,0.714,0.312,0.688
"stage",5,10,0.333,0.667,0.344,0.656
"film",9,8,0.529,0.471,0.528,0.472
"pixar's",1,0,1.000,0.000,0.750,0.250
"tributes",2,1,0.667,0.333,0.625,0.375
"classic",13,8,0.619,0.381,0.614,0.386
"brilliant",8,0,1.000,0.000,0.944,0.056
"two-person",1,0,1.000,0.000,0.750,0.250
"costumes",17,0,1.000,0.000,0.972,0.028
"guaranteed",28,0,1.000,0.000,0.983,0.017
"done",5,1,0.833,0.167,0.786,0.214
"dissertation",1,0,1.000,0.000,0.750,0.250
"rory",1,0,1.000,0.000,0.750,0.250
"williams",9,7,0.562,0.438,0.559,0.441
"much",45,4,0.918,0.082,0.910,0.090
"graduated",1,0,1.000,0.000,0.750,0.250
"companion",1,0,1.000,0.000,0.750,0.250
"doctor",7,12,0.368,0.632,0.375,0.625
"legends",2,0,1.000,0.000,0.833,0.167
"tomorrow",1,2,0.333,0.667,0.375,0.625
"tutorial",1,0,1.000,0.000,0.750,0.250
"hipster",3,0,1.000,0.000,0.875,0.125
"britain",4,12,0.250,0.750,0.265,0.735
"percentage",2,0,1.000,0.000,0.833,0.167
"3",6,14,0.300,0.700,0.310,0.690
"bangs",4,0,1.000,0.000,0.900,0.100
"celebrities",23,0,1.000,0.000,0.979,0.021
"bangable",1,0,1.000,0.000,0.750,0.250
"pooped",1,0,1.000,0.000,0.750,0.250
"my",29,2,0.935,0.065,0.922,0.078
"pants",3,1,0.750,0.250,0.700,0.300
"sick",6,1,0.857,0.143,0.812,0.188
"traveling",4,1,0.800,0.200,0.750,0.250
"cast",26,2,0.929,0.071,0.914,0.086
"parks",5,3,0.625,0.375,0.611,0.389
"rec",3,0,1.000,0.000,0.875,0.125
"prefer",5,0,1.000,0.000,0.917,0.083
"chris",12,2,0.857,0.143,0.833,0.167
"pratt",6,0,1.000,0.000,0.929,0.071
"hemsworth",5,0,1.000,0.000,0.917,0.083
"talk",29,5,0.853,0.147,0.843,0.157
"american",17,25,0.405,0.595,0.407,0.593
"finals",3,7,0.300,0.700,0.318,0.682
"alcohol",4,0,1.000,0.000,0.900,0.100
"drinking",5,1,0.833,0.167,0.786,0.214
"behold",1,0,1.000,0.000,0.750,0.250
"terrifying",8,0,1.000,0.000,0.944,0.056
"mascot",5,0,1.000,0.000,0.917,0.083
"exist",6,0,1.000,0.000,0.929,0.071
"fans",25,6,0.806,0.194,0.797,0.203
"genius",12,0,1.000,0.000,0.962,0.038
"than",34,21,0.618,0.382,0.616,0.384
"chick",2,0,1.000,0.000,0.833,0.167
"divas",2,0,1.000,0.000,0.833,0.167
"2006",6,8,0.429,0.571,0.433,0.567
"west",11,23,0.324,0.676,0.329,0.671
"wiz",2,0,1.000,0.000,0.833,0.167
"khalifa",1,0,1.000,0.000,0.750,0.250
"officially",5,2,0.714,0.286,0.688,0.312
"eye",5,5,0.500,0.500,0.500,0.500
"contact",1,1,0.500,0.500,0.500,0.500
"last-minute",3,0,1.000,0.000,0.875,0.125
"stocking",2,0,1.000,0.000,0.833,0.167
"stuffers",1,0,1.000,0.000,0.750,0.250
"fandom",2,0,1.000,0.000,0.833,0.167
"thought",9,2,0.818,0.182,0.792,0.208
"green",7,11,0.389,0.611,0.395,0.605
"m&m's",1,0,1.000,0.000,0.750,0.250
"horny",1,0,1.000,0.000,0.750,0.250
"piece",2,1,0.667,0.333,0.625,0.375
"evidence",2,2,0.500,0.500,0.500,0.500
"proves",5,1,0.833,0.167,0.786,0.214
"faris",2,0,1.000,0.000,0.833,0.167
"existence",4,0,1.000,0.000,0.900,0.100
"male",8,0,1.000,0.000,0.944,0.056
"actor",5,5,0.500,0.500,0.500,0.500
"letter",2,1,0.667,0.333,0.625,0.375
"name",25,7,0.781,0.219,0.773,0.227
"michael",12,15,0.444,0.556,0.446,0.554
"b.",2,0,1.000,0.000,0.833,0.167
"jordan",2,0,1.000,0.000,0.833,0.167
"laid",1,3,0.250,0.750,0.300,0.700
"filming",6,0,1.000,0.000,0.929,0.071
"creed",1,0,1.000,0.000,0.750,0.250
"night",20,4,0.833,0.167,0.820,0.180
"katy",5,0,1.000,0.000,0.917,0.083
"perry",5,2,0.714,0.286,0.688,0.312
"figure",5,0,1.000,0.000,0.917,0.083
"where",22,6,0.786,0.214,0.776,0.224
"max",1,3,0.250,0.750,0.300,0.700
"ruby's",1,0,1.000,0.000,0.750,0.250
"leonardo",6,1,0.857,0.143,0.812,0.188
"dicaprio",6,0,1.000,0.000,0.929,0.071
"33",8,3,0.727,0.273,0.708,0.292
"russia",1,28,0.034,0.966,0.050,0.950
"differently",3,0,1.000,0.000,0.875,0.125
"everywhere",5,0,1.000,0.000,0.917,0.083
"else",2,0,1.000,0.000,0.833,0.167
"earth",10,8,0.556,0.444,0.553,0.447
"nostalgic",3,0,1.000,0.000,0.875,0.125
"mashups",1,0,1.000,0.000,0.750,0.250
"grooving",1,0,1.000,0.000,0.750,0.250
"life-changing",6,0,1.000,0.000,0.929,0.071
"pb&j",1,0,1.000,0.000,0.750,0.250
"rachel",6,2,0.750,0.250,0.722,0.278
"bilson",1,0,1.000,0.000,0.750,0.250
"kristen",3,0,1.000,0.000,0.875,0.125
"mom-friend",1,0,1.000,0.000,0.750,0.250
"goals",11,4,0.733,0.267,0.719,0.281
"coolest",5,0,1.000,0.000,0.917,0.083
"names",15,9,0.625,0.375,0.620,0.380
"bisexual",1,0,1.000,0.000,0.750,0.250
"ask",13,4,0.765,0.235,0.750,0.250
"expert:",1,1,0.500,0.500,0.500,0.500
"mindfulness",1,0,1.000,0.000,0.750,0.250
"ads",6,5,0.545,0.455,0.542,0.458
"used",13,8,0.619,0.381,0.614,0.386
"advertised",2,0,1.000,0.000,0.833,0.167
"product",4,2,0.667,0.333,0.643,0.357
"completely",23,0,1.000,0.000,0.979,0.021
"poodles",1,1,0.500,0.500,0.500,0.500
"kathy",1,0,1.000,0.000,0.750,0.250
"griffin",3,3,0.500,0.500,0.500,0.500
"kristin",1,0,1.000,0.000,0.750,0.250
